,id,url,subtype,transaction,owner,sell-type,provider,title,location,features,description,price,price2,m2,rooms,amueblado,parking,distrito,temporalidad,cambio_precio,baños
45,id34600000000006,https://www.habitaclia.com/alquiler-piso-disfruta_de_este_recien_reformado_situado_en_uno_de_los_bar_raval-barcelona-i34600000000006.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,34600-1,Alquiler Piso Carrer d'en roig. Disfruta de este piso recién reformado situado en uno de los bar,Barcelona - Raval,"55m2 - 2 habitaciones - 1 baño - 18,00€/m2","Disfruta de este piso recién reformado situado en uno de los barrios más emblemáticos de Barcelona el Raval, pasea por s...",990 €,990,55,2,No,No,Ciutat Vella,Indefinido,No,1
46,id37701000000052,https://www.habitaclia.com/alquiler-piso-estupendo_apartamento_con_2_habitaciones_en_el_gotico_calle_ample_gotic-barcelona-i37701000000052.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,37701-1,Alquiler Piso en Carrer ample. Estupendo apartamento con 2 habitaciones en el gotico,Barcelona - Gòtic,"75m2 - 2 habitaciones - 2 baños - 20,00€/m2",Estupendo piso en alquiler en el casco antiguo de Barcelona. En el barrio gótico se encuentra este moderno apartamento d...,1.500 €,1500,75,2,Si,No,Ciutat Vella,Indefinido,No,2
47,id43317000000012,https://www.habitaclia.com/alquiler-apartamento-la_propiedad_no_se_responsabiliza_de_la_garantia_de_los_ele_gotic-barcelona-i43317000000012.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,43317-1,Alquiler Apartamento Carrer de sant honorat. La propiedad no se responsabiliza de la garantía de los ele,Barcelona - Gòtic,"60m2 - 1 habitacion - 1 baño - 15,00€/m2","Se alquilla magnífico loft reformado con buenas vistas y luz natural, situado en finca regia de la zona céntrica del cas...","900 €
ha bajado 100 €",900,60,1,No,No,Ciutat Vella,Indefinido,Si,1
48,id4717004400447,https://www.habitaclia.com/alquiler-apartamento-moderno_a_estrenar_con_incriebles_vistas_al_mar_1er_barceloneta-barcelona-i4717004400447.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,4717-1,Alquiler Apartamento Carrer de pontevedra. Moderno a estrenar apartamento con incríebles vistas al mar_ 1er,Barcelona - Barceloneta,"40m2 - 1 habitacion - 1 baño - 30,00€/m2","Moderno a estrenar Apartamento con Incríebles Vistas al Mar_ 1era linea. Apartamento de Sala de Estar- Comedor, 1 habit...",1.200 €,1200,40,1,Si,No,Ciutat Vella,Indefinido,No,1
49,id9409000000036,https://www.habitaclia.com/alquiler-piso-junto_arco_de_triunfo_y_nuevo_a_estrenar_st_pere_sta_caterina_el_born-barcelona-i9409000000036.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,9409-1,Alquiler Piso Trafalgar. Junto arco de triunfo y nuevo a estrenar!!,Barcelona - St. Pere - Sta. Caterina - El Born,"90m2 - 2 habitaciones - 2 baños - 15,00€/m2","Espectacular piso NUEVO A ESTRENAR! en increíble ubicación junto Arco de Triunfo, con dos dormitorios (uno doble + uno i...",1.350 €,1350,90,2,No,No,Ciutat Vella,Indefinido,No,2
50,id42326000000013,https://www.habitaclia.com/alquiler-piso-raval_40m2_55m2_terraza_2hab_reformado_sin_asc_raval-barcelona-i42326000000013.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,42326-1,Alquiler Piso en Raval. Piso raval 40m2 + 55m2 terraza 2hab reformado sin asc,Barcelona - Raval,"40m2 - 2 habitaciones - 1 baño - 31,25€/m2","El piso se encuentra ubicado en el barrio del Raval de Barcelona, muy cerca de la c/ Comte d'Urgell y el Mercat de Sant...",1.250 €,1250,40,2,No,No,Ciutat Vella,Indefinido,No,1
51,id17133000000031,https://www.habitaclia.com/alquiler-atico-con_3_habitaciones_con_ascensor_calefaccion_aire_acondic_barceloneta-barcelona-i17133000000031.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,PENTHOUSE,RENT,PROFESSIONAL,SECOND_HAND,17133-1,"Alquiler Ático Carrer del mar. Ático con 3 habitaciones con ascensor, calefacción, aire acondic",Barcelona - Barceloneta,"72m2 - 3 habitaciones - 2 baños - 20,83€/m2","Oportunidad !!Se alquila precioso Atico muy cerca al metro de Barceloneta, ( L4), con hermosas vistas al mar y al puert...",1.500 €,1500,72,3,No,No,Ciutat Vella,Indefinido,No,2
52,id32534000000236,https://www.habitaclia.com/alquiler-piso-grande_en_pleno_centro_de_gotic-barcelona-i32534000000236.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,32534-1,Alquiler Piso Carrer de santa anna. Piso grande en pleno centro de barcelona,Barcelona - Gòtic,"150m2 - 4 habitaciones - 2 baños - 14,00€/m2","PIso en el centro de Barcelona. Tiene 4 habitaciones, 2 baños y amplio jardín propio. Excelente ubicación al lado de ser...","2.100 €
ha bajado 200 €",2100,150,4,No,No,Ciutat Vella,Indefinido,Si,2
53,id32492000000242,https://www.habitaclia.com/alquiler-estudio-piso_en_en_el_born_st_pere_sta_caterina_el_born-barcelona-i32492000000242.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,STUDIO,RENT,PROFESSIONAL,SECOND_HAND,32492-1,Alquiler Estudio L’argenter. Piso en alquiler en el born,Barcelona - St. Pere - Sta. Caterina - El Born,"40m2 - 1 habitacion - 1 baño - 21,25€/m2",Buy House Real Estate presenta amplio estudio de 37m² en el céntrico barrio del Born. La vivienda está dividida en d...,850 €,850,40,1,No,No,Ciutat Vella,Indefinido,No,1
54,id5935004333756,https://www.habitaclia.com/alquiler-piso-precioso_modernista_en_calle_del_carmen_a_estrenar_calle_del_carme_raval-barcelona-i5935004333756.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,5935-1,Alquiler Piso en Carrer del carme. Precioso piso modernista en calle del carmen-a estrenar,Barcelona - Raval,"144m2 - 3 habitaciones - 2 baños - 16,67€/m2",Maravilloso piso en finca modernista del año 1881 diseñada por el arquitecto Jaume Gustà. Totalmente reformado a estrena...,2.400 €,2400,144,3,Si,No,Ciutat Vella,Indefinido,No,2
55,id27758000001048,https://www.habitaclia.com/alquiler-piso-moderno_apartamento_en_calle_de_la_paloma_raval-barcelona-i27758000001048.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27758-1,Alquiler Piso Carrer de la paloma. Moderno apartamento en calle de la paloma,Barcelona - Raval,"62m2 - 2 habitaciones - 2 baños - 25,00€/m2",Alquiler de temporada (De 32 días a 11 meses) Disponible a partir del 04 de Agosto de 2023. La zona de día consta d...,1.550 €,1550,62,2,Si,No,Ciutat Vella,Temporal,No,2
56,id517004434934,https://www.habitaclia.com/alquiler-piso-muy_soleado_raval-barcelona-i517004434934.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,517-33,Alquiler Piso Plaça caramelles. Muy soleado,Barcelona - Raval,"60m2 - 3 habitaciones - 1 baño - 26,67€/m2","Piso en alquiler con tres habitaciones, comedor salón, cocina integrada en la zona de estar y baño completo. CONTRATO AL...","1.600 €
ha bajado 100 €",1600,60,3,Si,No,Ciutat Vella,Indefinido,Si,1
57,id27758000002024,https://www.habitaclia.com/alquiler-piso-de_temporal_en_zona_centrica_de_gotic-barcelona-i27758000002024.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27758-1,Alquiler Piso Carrer la rambla. Piso de alquiler temporal en zona céntrica de barcelona,Barcelona - Gòtic,"55m2 - 1 habitacion - 1 baño - 21,82€/m2","Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponible a partir del 4 de Mayo, 2023 **Estancias mínima...",1.200 €,1200,55,1,Si,No,Ciutat Vella,Temporal,No,1
58,id27758000002030,https://www.habitaclia.com/alquiler-piso-luminoso_y_amplio_apartamento_a_pasos_del_parque_de_la_ciudadela_st_pere_sta_caterina_el_born-barcelona-i27758000002030.htm?pag=3&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27758-1,Alquiler Piso Plaça de les olles. Luminoso y amplio apartamento a pasos del parque de la ciudadela,Barcelona - St. Pere - Sta. Caterina - El Born,"95m2 - 3 habitaciones - 2 baños - 25,79€/m2","Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponible a partir del 18 de Abril, 2023 Se trata de un...",2.450 €,2450,95,3,Si,No,Ciutat Vella,Temporal,No,2
59,id27758000002111,https://www.habitaclia.com/alquiler-piso-de_temporal_de_1_habitacion_a_unos_pasos_del_mar_y_barceloneta-barcelona-i27758000002111.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27758-1,Alquiler Piso Passeig de joan de borbó. Piso de alquiler temporal de 1 habitación a unos pasos del mar y,Barcelona - Barceloneta,"52m2 - 1 habitacion - 1 baño - 40,38€/m2",Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponibilidad inmediata Este piso de 52m2 es perfecto s...,2.100 €,2100,52,1,Si,No,Ciutat Vella,Temporal,No,1
60,id3974003524791,https://www.habitaclia.com/alquiler-piso-atico_1_habitacion_sin_muebles_st_pere_sta_caterina_el_born-barcelona-i3974003524791.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,3974-1,Alquiler Piso Sant benet. Ático 1 habitación sin muebles,Barcelona - St. Pere - Sta. Caterina - El Born,"32m2 - 1 habitacion - 1 baño - 25,00€/m2",Ático de 1 habitación. Centro de Barcelona. Sin muebles. Cocina equipada con electrodomésticos. Salón comedor. Finca con...,800 €,800,32,1,No,No,Ciutat Vella,Indefinido,No,1
61,id12717000000005,https://www.habitaclia.com/alquiler-piso-calle_del_carme_50_raval-barcelona-i12717000000005.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,12717-1,Alquiler Piso en Carrer del carme 50,Barcelona - Raval,"144m2 - 4 habitaciones - 2 baños - 16,67€/m2","Increíble piso MODERNISTA de 144m2 y 4 habitaciones dobles: Los 4 dormitorios son exteriores, 3 de ellos tienen balcón p...","2.400 €
ha bajado 200 €",2400,144,4,Si,No,Ciutat Vella,Indefinido,Si,2
62,id541004476331,https://www.habitaclia.com/alquiler-piso-pis_c_assaonadors_st_pere_sta_caterina_el_born-barcelona-i541004476331.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,541-23,Alquiler Piso Carrer assaonadors. Pis c assaonadors,Barcelona - St. Pere - Sta. Caterina - El Born,"39m2 - 1 habitacion - 1 baño - 28,21€/m2","En la calle Assonadors, en el emblemático barrio Gótico de la ciudad Barcelona, encontramos este precioso apartamento co...","1.100 €
ha bajado 50 €",1100,39,1,Si,No,Ciutat Vella,Indefinido,Si,1
63,id30785000001819,https://www.habitaclia.com/alquiler-apartamento-amueblado_con_ascensor_calefaccion_y_aire_acondicio_barceloneta-barcelona-i30785000001819.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,30785-1,"Alquiler Apartamento Passeig de joan de borbó. Apartamento amueblado con ascensor, calefacción y aire acondicio",Barcelona - Barceloneta,"70m2 - 1 habitacion - 1 baño - 80,00€/m2",¡DISPONIBLE PARA ALQUILERES MENSUALES  ENTRE 32 DÍAS Y 11 MESES! Este maravilloso ático de 1 dormitorio se encuentra...,5.600 €,5600,70,1,Si,No,Ciutat Vella,Temporal,No,1
64,id27758000002084,https://www.habitaclia.com/alquiler-piso-de_temporal_con_2_habitaciones_en_barrio_gotico_de_gotic-barcelona-i27758000002084.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27758-1,Alquiler Piso Carrer del pas de l'ensenyança. Piso de alquiler temporal con 2 habitaciones en barrio gótico de,Barcelona - Gòtic,"70m2 - 3 habitaciones - 2 baños - 38,57€/m2",Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponibilidad inmediata Se trata de un apartamento comp...,2.700 €,2700,70,3,Si,No,Ciutat Vella,Temporal,No,2
65,id27758000001140,https://www.habitaclia.com/alquiler-piso-fantastico_apartamento_con_excelente_ubicacion_raval-barcelona-i27758000001140.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,27758-1,Alquiler Piso Carrer de joaquín costa. Fantástico apartamento con excelente ubicación,Barcelona - Raval,"50m2 - 2 habitaciones - 1 baño - 31,00€/m2","Alquiler por temporada (de 32 días a 11 meses) Disponible a partir del 18 de Agosto, 2023 Amplio y moderno apartamen...",1.550 €,1550,50,2,Si,No,Ciutat Vella,Temporal,No,1
66,id13074000029888,https://www.habitaclia.com/alquiler-piso-excelente_de_temporada_de_1_a_11_meses_en_raval_raval-barcelona-i13074000029888.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,13074-4,Alquiler Piso en Raval. Excelente de temporada de 1 a 11 meses en raval,Barcelona - Raval,"70m2 - 2 habitaciones - 1 baño - 20,71€/m2",Referencia: T12655-0 ALQUILER DE TEMPORADA ENTRE 32 DÍAS Y 11 MESES. DISPONIBLE A PARTIR DEL 3 de Julio de 2023. Bonito...,1.450 €,1450,70,2,No,No,Ciutat Vella,Temporal,No,1
67,id41253000000197,https://www.habitaclia.com/alquiler-piso-calle_del_doctor_gine_i_partagas_36_barceloneta-barcelona-i41253000000197.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,41253-1,Alquiler Piso en Carrer del doctor giné i partagàs 36,Barcelona - Barceloneta,"70m2 - 2 habitaciones - 1 baño - 27,86€/m2","Playa a 100mts, lujoso, amueblado, excelente ubicación con transportes Metro, Buses, todos los servicios de ocio y resta...","Oportunidad
1.950 €",1950,70,2,Si,No,Ciutat Vella,Indefinido,No,1
68,id45093000000007,https://www.habitaclia.com/alquiler-apartamento-coqueto_a_escasos_minutos_de_la_playa_barceloneta-barcelona-i45093000000007.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,45093-1,Alquiler Apartamento Carrer de sant elm. Coqueto apartamento a escasos minutos de la playa,Barcelona - Barceloneta,"90m2 - 2 habitaciones - 1 baño - 17,78€/m2","*YA DISPONIBLE* Este apartamento consta de 2 habitaciones dobles, un vestidor o almacén y 1 baño. Se encuentra en el...","Oportunidad
1.600 €",1600,90,2,Si,No,Ciutat Vella,Indefinido,No,1
69,id31390000000077,https://www.habitaclia.com/alquiler-apartamento-amueblado_barceloneta-barcelona-i31390000000077.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,31390-1,Alquiler Apartamento Carrer de balboa. Apartamento amueblado,Barcelona - Barceloneta,"56m2 - 1 habitacion - 1 baño - 45,54€/m2",*COMPLETAMENTE AMUEBLADO* *ALQUILERES MENSUALES DE 1 A 11 MESES* Esta propiedad de 56 metros cuadrados combina color...,"2.550 €
ha bajado 183 €",2550,56,1,Si,No,Ciutat Vella,Temporal,Si,1
70,id42891000000013,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_amueblado_con_ascensor_calefaccion_y_ai_st_pere_sta_caterina_el_born-barcelona-i42891000000013.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,42891-1,"Alquiler Piso Del born ent. Piso con 3 habitaciones amueblado con ascensor, calefacción y ai",Barcelona - St. Pere - Sta. Caterina - El Born,"85m2 - 3 habitaciones - 1 baño - 21,18€/m2",Alquiler temporal Disponible de 023 y a partir de Si estas mas que 3 meses el precio de...,"1.800 €
ha bajado 100 €",1800,85,3,Si,No,Ciutat Vella,Temporal,Si,1
71,id34440000000440,https://www.habitaclia.com/alquiler-piso-extraordinario_de_epoca_en_el_born_comerc_27_st_pere_sta_caterina_el_born-barcelona-i34440000000440.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,34440-1,Alquiler Piso en Comerç 27. Extraordinario piso de época en el born,Barcelona - St. Pere - Sta. Caterina - El Born,"57m2 - 1 habitacion - 1 baño - 38,60€/m2",KM2 ofrece este piso REHABILITADO A ESTRENAR CON ACABADOS PREMIUM en inmejorable ubicación. Esta encantadora vivien...,"2.200 €
ha bajado 100 €",2200,57,1,No,No,Ciutat Vella,Indefinido,Si,1
72,id45093000000008,https://www.habitaclia.com/alquiler-estudio-en_el_centro_de_gotic-barcelona-i45093000000008.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,STUDIO,RENT,PROFESSIONAL,SECOND_HAND,45093-1,Alquiler Estudio Carrer de la canuda. Estudio en el centro de barcelona,Barcelona - Gòtic,"45m2 - 1 habitacion - 1 baño - 30,00€/m2","¡ESTUDIO EN EL CENTRO YA DISPONIBLE! El estudio está ubicado en el centro de Barcelona, a pocos metros Ramblas y del...","Oportunidad
1.350 €",1350,45,1,Si,No,Ciutat Vella,Indefinido,No,1
73,id30466000033756,https://www.habitaclia.com/alquiler-apartamento-1_dormitorio_en_pleno_centro_sum_incl_gotic-barcelona-i30466000033756.htm?pag=4&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,30466-1,Alquiler Apartamento Ample. Apartamento 1 dormitorio en pleno centro-sum incl,Barcelona - Gòtic,"35m2 - 1 habitacion - 1 baño - 38,80€/m2",UBK-Disponible 1-11 meses) - Sin posibilidad a visitar! Comprueba la dis...,"1.358 €
ha bajado 15 €",1358,35,1,No,No,Ciutat Vella,Temporal,Si,1
74,id21202000000329,https://www.habitaclia.com/alquiler-apartamento-gotic-barcelona-i21202000000329.htm?pag=5&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,21202-1,Alquiler Apartamento Carrer de la portaferrissa,Barcelona - Gòtic,"37m2 - 1 habitacion - 1 baño - 37,84€/m2","En el barrio Gótico de Barcelona. Situado en el distrito de Ciutat Vella, en el corazón la ciudad, el Barrio Gótico (Bar...",1.400 €,1400,37,1,Si,No,Ciutat Vella,Indefinido,No,1
75,id1948004073741,https://www.habitaclia.com/alquiler-piso-amueblado_con_ascensor_calefaccion_y_aire_acondicionado_gotic-barcelona-i1948004073741.htm?pag=5&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,1948-1,"Alquiler Piso en Gòtic. Piso amueblado con ascensor, calefacción y aire acondicionado",Barcelona - Gòtic,"63m2 - 1 habitacion - 1 baño - 26,98€/m2",El apartamento está situado en el Barrio Gótico que realmente es el verdadero corazón de Barcelona. Se encuentra en la z...,1.700 €,1700,63,1,Si,No,Ciutat Vella,Indefinido,No,1
76,id35122000000083,https://www.habitaclia.com/alquiler-piso-loft_exclusivo_en_ciutat_vella_st_pere_sta_caterina_el_born-barcelona-i35122000000083.htm?pag=5&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,35122-1,Alquiler Piso en St. Pere - Sta. Caterina - El Born. Loft exclusivo en ciutat vella,Barcelona - St. Pere - Sta. Caterina - El Born,"290m2 - 2 habitaciones - 2 baños - 24,14€/m2",Disponible a partir del 1 de Marzo 2023. IAS Real estate os ofrece uno de los lofts más exclusivos que se pueden encontr...,7.000 €,7000,290,2,Si,No,Ciutat Vella,Indefinido,No,2
77,id20777003259088,https://www.habitaclia.com/alquiler-piso-amueblado_de_1_dormitorio_altillo_en_barrio_gotico_gotic-barcelona-i20777003259088.htm?pag=5&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,20777-1,Alquiler Piso Carrer de la llibreteria. Piso amueblado de 1 dormitorio + altillo en barrio gótico,Barcelona - Gòtic,"45m2 - 1 habitacion - 1 baño - 20,00€/m2","Piso de 1 dormitorio con altillo, cocina, cuarto de baño con plato de ducha, sala de estar, ubicado en todo el centro de...","900 €
ha bajado 50 €",900,45,1,Si,No,Ciutat Vella,Indefinido,Si,1
78,id34440000000447,https://www.habitaclia.com/alquiler-piso-extraordinario_de_epoca_en_el_born_comerc_27_st_pere_sta_caterina_el_born-barcelona-i34440000000447.htm?pag=5&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,34440-1,Alquiler Piso en Comerç 27. Extraordinario piso de época en el born,Barcelona - St. Pere - Sta. Caterina - El Born,"50m2 - 1 habitacion - 1 baño - 40,50€/m2",KM2 ofrece este piso REHABILITADO A ESTRENAR CON ACABADOS PREMIUM en inmejorable ubicación. Esta encantadora vivien...,2.025 €,2025,50,1,No,No,Ciutat Vella,Indefinido,No,1
79,id5020003999463,https://www.habitaclia.com/alquiler-piso-apartamento_en_el_centro_de_la_ciudad_raval-barcelona-i5020003999463.htm?pag=5&f=&geo=d&coddists=100&from=list&lo=55,FLAT,RENT,PROFESSIONAL,SECOND_HAND,5020-2,Alquiler Piso en Raval. Apartamento en el centro de la ciudad,Barcelona - Raval,"54m2 - 2 habitaciones - 1 baño - 24,07€/m2",Este apartamento no es uno cualquiera. Es especial por muchas razones y para empezar su ubicación. Vivirás en el corazón...,1.300 €,1300,54,2,Si,Si,Ciutat Vella,Indefinido,No,1
80,id30466000034066,https://www.habitaclia.com/alquiler-apartamento-comodo_piso_2_dormitorios_en_barceloneta_st_pere_sta_caterina_el_born-barcelona-i30466000034066.htm?pag=5&f=&geo=d&coddists=100&from=list&lo=55,APARTMENT,RENT,PROFESSIONAL,SECOND_HAND,30466-1,Alquiler Apartamento Carrer de mar. Comodo piso 2 dormitorios en barceloneta,Barcelona - St. Pere - Sta. Caterina - El Born,"50m2 - 2 habitaciones - 1 baño - 39,44€/m2",UBK-Disponible 1-11 meses) - Sin posibilidad a visitar! Comprueba la dis...,"1.972 €
ha bajado 21 €",1972,50,2,No,No,Ciutat Vella,Temporal,Si,1
